1.234403408145374970e+00, difference in tokens
9.293820190606757459e-01 difference in stack
1.018037136073798088e+00 difference in chunk
8.257295375016977523e-01 ratio
4.170317025428073032e-01 heuristic 
9.911077184577268828e-02, neighbour count
