2.61E-01,difference of tokens
7.79E-01,nw
-4.80E-01,nb
2.56E-01,difference of stack
9.63E-01,chunk difference
2.32E-01,ratio
3.72E-01,distance
7.20E-01,neighbour
1.19E-01,2
1.19E-01,3
1.87E-01,4
1.09E-01,bias
