2.67E-01,difference of tokens
7.58E-01,nw
-5.07E-01,nb
3.05E-01,difference of stack
9.82E-01,chunk difference
1.94E-01,ratio
3.75E-01,distance
7.20E-01,neighbour
1.13E-01,2
1.13E-01,3
1.85E-01,4
